Start Time: 2022-06-28 17:27:15.565758; End Time: 2022-06-29 23:51:02.171652;
Size: 5482; Interval: 15
ask,bid
20336.7835,20191.0
20321.9296,20176.27
20341.2999,20193.70611
20341.40026,20193.80575
20339.99516,20192.41085
20334.97695,20189.2769
20334.47513,20186.93088
20333.87294,20186.33306
20326.56,20179.55783
20322.97,20175.5724
20317.28,20172.68296
20320.0,20176.86766
20320.75,20174.27713
20318.4,20171.28806
20322.53178,20175.07422
20323.53536,20176.86766
20322.93324,20175.47276
20323.13397,20175.67203
20323.72,20176.26985
20321.9296,20174.4764
20324.73979,20177.26621
20321.05,20174.4764
20324.33834,20176.86766
20329.71,20184.34035
20340.19589,20192.61012
20343.25,20196.49591
20350.23231,20202.5737
20359.86728,20212.13873
20359.56619,20211.9
20350.23231,20203.69902
20365.08622,20217.47699
20359.16473,20215.9553
20356.95672,20210.13599
20351.51,20205.86168
20351.73778,20204.56379
20355.45125,20207.82858
20356.35453,20209.24754
20351.73778,20206.03
20351.9385,20206.06
20349.52976,20206.55024
20331.76529,20187.4
20335.47877,20190.83
20333.37112,20186.71
20328.79,20181.94909
20328.72,20186.63321
20327.45,20187.52869
20323.91,20181.15037
20323.38,20180.65796
20318.21612,20172.96247
20320.25,20177.26621
20319.52085,20177.45323
20323.41,20183.17546
20310.58844,20169.63718
20315.19,20173.83972
20313.81,20173.39365
20313.51,20174.08764
20314.08,20176.13622
20319.52085,20179.53984
20314.45,20169.99454
20318.91867,20171.48733
20318.31648,20170.88952
20326.09193,20178.86038
20325.14125,20177.94
20333.37112,20185.83488
20348.0243,20203.57
20346.01701,20201.15321
20349.4294,20201.77661
20345.51519,20198.91
20347.72321,20200.0828
20340.09552,20192.91126
20340.59735,20193.00866
20349.52976,20201.87625
20350.93486,20204.7
20351.53705,20205.2
20351.9385,20205.0
20355.85271,20210.2
20354.04615,20207.85
20354.34725,20206.8
20355.09,20208.45221
20351.39,20205.16423
20352.2396,20204.56641
20353.6447,20205.96131
20352.94215,20207.53
20368.69933,20224.75
20381.44559,20237.18283
20364.78513,20220.37
20366.08,20218.81433
20353.74506,20207.70288
20346.6192,20205.11985
20342.4039,20194.8021
20349.52976,20201.87625
20349.43,20202.07552
20348.0243,20202.11482
20346.92029,20199.28571
20346.78,20199.28571
20356.55526,20208.85075
20358.41,20213.7329
20359.76692,20212.0391
20359.66655,20211.93946
20358.46218,20210.74383
20366.69205,20218.91396
20366.19023,20220.16
20366.79241,20219.23
20383.15178,20235.25423
20392.0842,20247.56
20390.27765,20242.32837
20377.93284,20232.28
20380.36,20233.47
20380.84341,20235.43
20379.83976,20231.96625
20380.94377,20233.56
20378.93649,20231.06953
20383.85433,20235.95168
20380.84341,20233.67
20380.54231,20233.47
20383.85433,20235.95168
20378.83612,20230.96989
20381.94741,20234.0586
20380.44195,20232.93
20379.53867,20232.08
20381.24486,20233.36115
20381.24486,20233.36115
20379.03685,20231.16917
20381.04414,20233.16188
20380.34159,20232.46443
20376.42738,20228.57864
20358.53752,20212.43764
20362.77784,20215.02817
20361.07165,20213.33436
20358.06072,20210.34529
20361.37274,20213.63327
20344.61192,20211.5
20347.52248,20199.88353
20353.77,20206.95767
20358.16109,20210.44492
20352.36,20206.06095
20352.68,20209.24929
20360.36,20214.03181
20365.48768,20217.71834
20360.97129,20213.42
20369.40188,20221.60413
20368.90006,20221.10595
20378.73576,20230.87026
20380.91,20234.35751
20374.53,20228.27973
20372.01,20225.29066
20368.07,20222.00267
20371.69,20223.89575
20377.1,20229.57499
20372.28,20226.70372
20369.97,20224.89211
20375.47,20229.07681
20372.83,20225.09138
20377.93284,20230.07317
20376.02592,20228.18009
20374.72119,20226.88483
20375.63,20228.67827
20384.05506,20236.15096
20392.98748,20245.01854
20389.87619,20241.92983
20390.07692,20242.1291
20394.07,20250.99669
20394.07,20255.87884
20394.07,20256.77556
20403.72646,20255.67957
20401.11698,20253.08904
20400.11334,20252.09268
20401.01662,20252.9894
20404.52937,20256.47666
20403.72646,20255.67957
20405.93447,20257.87156
20409.54758,20261.45845
20409.54758,20261.45845
20401.31771,20253.28831
20397.40351,20249.40252
20403.22463,20255.18139
20400.91626,20252.88977
20398.80861,20250.79742
20395.39622,20247.4098
20394.8944,20246.91162
20403.72646,20255.67957
20404.32864,20256.27738
20425.40513,20277.2009
20419.68437,20272.22793
20422.3942,20274.37805
20417.37599,20269.41119
20414.66616,20266.53987
20416.37235,20268.23368
20413.46179,20265.34424
20411.05305,20262.95298
20409.24649,20261.15954
20412.15705,20264.04898
20410.75195,20262.65407
20411.05305,20262.95298
20403.22463,20255.18139
20404.93083,20256.8752
20407.84139,20259.76464
20408.04212,20259.96391
20408.54394,20260.46209
20411.55487,20263.45116
20409.54758,20261.45845
20408.9454,20260.86063
20407.33957,20259.26646
20406.73738,20258.66864
20407.84139,20259.76464
20411.35414,20263.25189
20416.67344,20268.53259
20413.66252,20265.54351
20411.85596,20263.75007
20406.83775,20258.76828
20400.71553,20252.6905
20400.41444,20252.39159
20392.81,20249.10361
20384.87,20238.84112
20384.66,20240.63457
20387.43,20239.93712
20387.8689,20239.93712
20388.77218,20240.83384
20378.97,20231.76698
20378.83,20232.3648
20389.77583,20241.8302
20390.27765,20242.32837
20391.98384,20244.02218
20406.34,20259.46573
20422.99639,20274.80964
20438.68852,20292.64445
20432.43063,20284.1754
20418.38,20274.61037
20412.92,20266.3406
20412.96,20265.04533
20413.16069,20265.04533
20415.0,20268.53259
20417.51,20269.82785
20418.69,20273.41474
20418.81,20274.4111
20419.72,20273.41474
20418.42,20274.11219
20420.28656,20272.11947
20414.96,20267.93477
20415.36871,20267.23732
20410.31,20263.15225
20410.0494,20261.95662
20406.83775,20260.63
20410.75195,20262.65407
20409.62,20262.4548
20409.36,20262.75371
20414.76652,20266.63951
20413.56215,20266.71
20414.2647,20266.14133
20414.81,20266.93841
20414.46543,20266.3406
20414.46543,20266.3406
20414.66616,20267.12
20414.66616,20266.76
20414.06397,20267.6
20415.6698,20267.53623
20419.17,20273.61401
20420.48728,20272.31875
20421.99275,20273.81328
20421.69165,20274.15
20418.88146,20272.37
20419.08218,20272.39
20421.18983,20274.23
20431.45,20285.07213
20431.9,20284.57395
20439.85758,20292.18977
20437.54921,20289.4
20438.65321,20293.25
20443.26997,20294.93607
20438.65321,20292.77
20442.86851,20294.53753
20440.45977,20292.33
20439.95795,20293.52
20435.14046,20286.9
20432.02917,20285.3
20432.53099,20285.45
20436.54556,20288.26047
20436.94702,20294.92
20438.05103,20294.31
20441.26268,20294.8
20439.05467,20294.23
20440.86123,20292.88
20439.35576,20293.25
20439.95795,20294.36
20439.75722,20293.26
20438.15139,20292.32
20437.54921,20292.15
20439.55649,20293.05
20446.58199,20298.22405
20447.08381,20299.46
20447.3849,20299.02114
20447.98709,20299.61895
20446.68235,20298.32369
20439.65685,20291.81
20434.23719,20291.59
20439.15503,20292.04
20436.74629,20292.08
20437.34848,20291.91
20437.04738,20293.55
20437.95066,20289.69
20437.44884,20292.99
20437.14775,20292.87
20439.95795,20295.35
20438.95431,20293.56
20438.65321,20292.76
20437.8503,20291.5
20432.02917,20289.16
20431.22626,20288.71
20432.02917,20289.1
20446.88308,20298.52296
20445.67871,20297.32733
20445.37762,20297.02842
20441.36305,20295.0
20434.13682,20293.4
20436.34483,20293.89
20445.67871,20297.9
20456.0,20310.97743
20440.52192,20293.14263
20438.95431,20292.95
20440.86123,20295.21
20440.86123,20296.76
20433.93609,20290.08
20402.83,20256.67593
20391.68275,20243.72328
20389.5751,20241.63092
20398.70824,20250.69778
20396.97,20253.08904
20403.67,20258.66864
20408.04212,20259.96391
20421.04556,20279.09398
20420.59,20274.51073
20425.2044,20277.00163
20428.67,20281.68451
20419.78,20274.4111
20424.90331,20277.96
20422.59493,20279.92
20421.18983,20278.79
20420.38692,20276.64
20420.38692,20277.36
20423.69894,20278.58
20429.01824,20283.92
20447.94583,20299.70668
20456.93158,20308.07599
20455.42623,20307.67745
20453.41879,20306.38
20448.90235,20302.27
20468.57395,20323.05
20465.74,20318.73691
20457.03194,20309.54
20457.13231,20310.45
20461.04655,20312.16102
20462.75276,20315.42
20445.59029,20306.23
20447.5976,20308.81
20454.22171,20310.75
20455.82756,20310.78
20449.60491,20305.51
20460.0429,20311.16467
20460.74546,20311.86211
20454.8239,20308.43
20457.33304,20309.05
20456.73084,20309.45
20453.61952,20307.6
20451.91331,20306.62
20452.71623,20306.23
20459.54107,20310.6665
20457.7345,20309.74
20461.02,20312.75882
20458.13596,20310.01
20443.88408,20302.78
20456.39315,20312.16102
20467.43,20322.12449
20467.06847,20319.59
20466.86774,20317.93983
20470.24,20323.0212
20491.34,20343.44632
20481.62145,20332.58613
20484.43168,20335.3759
20483.0,20337.56787
20479.41341,20330.39417
20462.45167,20318.29
20454.02098,20316.0
20457.13231,20314.93
20453.71988,20313.86
20458.23632,20315.0
20455.92792,20315.1
20456.12865,20309.68
20454.8239,20309.58
20466.82,20320.03216
20480.51743,20331.49015
20467.78,20321.02851
20458.03559,20311.37
20462.3513,20313.45627
20461.04655,20314.07
20460.344,20312.71
20466.16519,20317.24239
20477.30574,20328.30184
20479.61414,20330.59344
20465.86409,20319.41
20459.54107,20310.6665
20461.64875,20314.7
20452.11404,20309.71
20455.32573,20312.46
20457.53377,20314.13
20464.15788,20315.95
20461.44919,20316.51
20457.33421,20316.95
20447.59878,20310.4
20441.17539,20307.08
20444.48745,20304.87
20454.52398,20310.15
20445.29037,20307.86
20454.42362,20311.13
20458.43823,20312.86
20455.9291,20311.23
20461.44919,20313.33
20457.23385,20309.83
20442.27941,20293.73
20426.72278,20278.46
20428.429,20279.77857
20430.53667,20281.8709
20405.26,20266.62679
20378.14596,20229.86159
20359.86,20215.41456
20322.64393,20174.7636
20373.12769,20225.0
20366.40321,20218.20433
20385.83071,20237.63309
