Start Time: 2022-06-12 14:46:40.283702;
End Time: 2022-06-12 16:16:23.832696
ask,bid
27999.1069,27798.5783
27992.2822,27797.12126
27989.57239,27793.59225
28003.2218,27809.33909
28006.53378,27810.1525
28004.0247,27807.34881
28000.41162,27803.9432
28003.62325,27807.22219
28004.92797,27808.42
27987.46476,27794.60615
27970.00156,27781.87
27959.96523,27766.17058
27978.30784,27778.36549
27998.08465,27798.59175
27992.38256,27797.49339
27989.2713,27796.68
27995.22186,27796.48
27989.17408,27791.31827
27987.46476,27789.57718
27996.24687,27798.59175
27989.37167,27791.00885
27990.59277,27791.12776
27983.04878,27786.37721
27983.02249,27784.71815
27965.68594,27777.6
27944.30856,27750.66664
27940.12282,27740.60315
27942.34547,27743.59226
27947.11873,27752.401
27941.23991,27745.70987
27930.65916,27736.79694
27914.7014,27719.69925
27919.21949,27726.55437
27921.21253,27724.1169
27917.73913,27721.17398
27931.4838,27734.2264
27931.85334,27736.41841
27925.13918,27733.93
27929.26905,27732.40434
27927.95122,27730.6231
27958.61245,27764.61561
27945.81401,27750.80432
27947.66171,27756.24612
27946.93496,27749.63714
27946.60047,27749.12557
27941.27081,27743.64161
27963.8794,27761.52687
27961.87213,27765.91484
27951.81857,27754.49882
27947.00626,27753.54705
27957.31042,27761.12833
27967.08436,27771.49055
28007.60489,27811.04634
28037.03702,27836.45372
28026.32162,27829.18023
28054.15195,27864.94983
28104.58869,27901.88919
28067.91,27870.64041
28034.53513,27834.28514
28056.61928,27856.67998
28056.11323,27858.05271
28056.30902,27861.76146
28081.97,27885.07646
28083.49022,27880.79208
28099.57053,27899.08891
28073.27,27877.30008
28065.24629,27868.03496
28095.41531,27897.53105
28102.56,27905.73456
28112.33184,27911.28093
28114.32537,27912.88926
28137.10639,27941.75707
28152.76305,27949.04326
28187.28802,27983.31831
28180.96513,27982.36382
28178.95787,27984.82813
28156.17541,27961.98082
28165.2081,27967.01471
28141.94,27939.77704
28165.22,27965.65192
28176.41,27979.73138
28175.14406,27978.55365
28191.41,28013.40861
28226.83114,28031.12973
28228.93,28072.89741
28221.91334,28018.21877
28202.04142,28011.42136
28219.23771,28019.0879
28232.70631,28035.80059
28245.90016,28049.38007
28242.61146,28046.43733
28240.07909,28039.77376
28233.85657,28032.91082
28218.53189,28020.05931
28269.04162,28076.61364
28265.37859,28064.74897
28285.36665,28082.99041
28299.0,28096.34176
28315.65587,28117.26554
28289.67201,28088.07189
28279.25907,28077.37388
28273.5374,28074.71992
28290.37373,28089.36717
28306.63875,28105.70764
28288.76508,28089.20589
28270.21824,28068.72786
28304.39614,28102.77082
28301.38225,28102.68894
28282.55536,28086.4777
28275.16756,28070.19276
28268.41214,28074.42162
28261.14575,28059.12774
28255.81242,28054.5025
28245.52198,28042.03959
28241.20481,28037.94848
28240.92523,28041.84032
28231.1638,28030.74998
28212.8442,28012.39198
28236.82,28035.5021
28231.76476,28029.28606
28240.21085,28041.37676
28256.4,28059.27791
28247.86087,28047.576
28235.65435,28030.5138
28220.13148,28020.87193
28208.07,28016.63216
28216.62876,28022.18485
28198.07325,28000.48589
28213.39339,28011.35139
28208.96648,28006.13687
28194.509,27994.23149
28188.29165,27991.88329
28190.6,27994.85428
28183.37385,27981.49845
28171.63135,27974.51562
28173.69178,27974.43361
28167.30466,27969.70065
28159.98921,27968.85841
28161.3943,27959.56997
28150.97303,27950.00484
28175.28125,27975.54884
28166.71355,27968.58745
28137.09385,27941.81
28165.62006,27963.4968
28152.53331,27954.48967
28154.66,27959.9387
28156.53023,27950.57282
28145.7413,27946.78175
28137.07293,27940.00311
28136.78204,27943.7975
28133.16787,27931.82235
28145.27735,27945.49133
28150.39882,27949.93737
28134.26393,27933.49295
28138.8782,27942.60186
28125.70301,27929.40428
28125.91227,27926.26609
28121.72966,27920.04896
28113.52102,27914.7382
28117.23446,27913.77185
28152.05162,27955.51965
28159.30802,27958.70803
28148.8881,27948.36759
28136.30348,27937.84914
28133.17813,27932.0418
28121.09761,27919.03031
28113.72175,27912.88863
28116.32,27913.67221
28117.10476,27918.35514
28112.31666,27912.60898
28107.09077,27907.40135
28121.59231,27918.72094
28107.59959,27908.71864
28106.29486,27908.37656
28089.83529,27896.05
28092.44473,27894.6348
28076.18589,27875.75096
28099.90981,27898.08361
28089.63456,27891.02236
28081.06,27883.68154
28094.44,27900.74604
28083.31168,27885.0058
28094.32,27897.17826
28094.32,27900.81907
28142.18457,27941.96905
28131.18495,27931.50972
28124.56098,27921.57
28125.66497,27926.39509
28128.53195,27930.62659
28129.98059,27933.84147
28128.17986,27930.97775
28132.08822,27932.74599
28137.73341,27938.25209
28151.34786,27953.42728
28150.75579,27950.04256
28139.78124,27937.08685
28149.02003,27949.15741
28169.82481,27972.04141
28171.12953,27972.23002
28155.87432,27958.19675
28133.09186,27937.22522
28144.21,27944.26069
28144.21,27972.30531
28181.8684,27983.40249
28196.49023,27995.65707
28184.8793,27987.68122
28173.03643,27978.42478
28166.81391,27962.99241
28182.82,27980.08866
28197.22398,28001.95043
28207.86249,28010.61466
28198.85,27997.86527
28206.05,28012.32434
28207.6,28012.41224
28175.34479,27983.75397
28165.50919,27974.56298
28167.61682,27970.97164
28150.35434,27958.09126
28170.4,27972.60804
28177.45242,27976.81519
28198.12725,27998.23687
28191.59055,27994.17217
28185.58184,27985.89639
28208.74,28011.58228
28190.29891,27996.80951
28172.83571,27983.24811
28171.33026,27969.55105
28166.91427,27973.93009
28170.72808,27970.03001
28190.09819,27986.10813
28195.81889,27994.34404
28177.15133,27982.46124
28198.98,28002.84451
28187.99056,27993.32801
28194.61454,27996.95171
28189.89746,27996.60068
28196.92289,27996.50198
28196.11998,27998.78268
28203.4465,28006.10388
28205.15268,28009.4319
28226.44,28028.33832
28230.44422,28031.31319
28242.98963,28040.03077
28251.57,28056.28553
28240.78164,28048.94099
28250.27,28061.23425
28284.48941,28080.64804
28245.11317,28051.51445
28249.12766,28052.41226
28263.17837,28063.33414
28276.02474,28080.40293
28269.80228,28073.45108
28295.09357,28090.91073
28293.88922,28089.71508
28298.30516,28104.96342
28279.63778,28088.60899
28272.01025,28083.18152
28252.03817,28061.68
28275.82402,28081.7889
28279.43397,28079.3033
28262.97765,28069.16239
28284.27181,28080.64804
28299.00769,28103.3101
28322.8725,28126.87997
28347.62,28146.80752
28367.75583,28169.46012
28369.84057,28175.89028
28388.40732,28184.29663
28368.57001,28162.78796
28341.48634,28146.96029
28339.02041,28144.43099
28316.5803,28123.71525
28338.0,28145.80293
28313.72067,28122.34474
28299.13,28098.49519
28320.61384,28112.76409
28315.40535,28115.62012
28345.43531,28149.63174
28334.55,28129.20436
28345.67116,28149.38656
28339.45703,28137.82354
28355.52603,28156.91168
28317.5,28122.34077
28317.5,28124.01221
28312.10647,28113.06395
28304.16758,28100.97801
28266.99111,28092.28
28274.9846,28075.75386
28287.52814,28089.01761
28301.21566,28097.61889
28286.36205,28090.62375
28259.16388,28059.99234
28245.85778,28043.48315
28230.5823,28027.24219
28217.51355,28014.12203
28202.80126,27999.95764
28215.62418,28014.76889
28213.29834,28010.44574
28198.64545,28000.99087
28197.79811,27998.90611
28199.90584,28000.03517
28207.76521,28007.41427
28196.03604,27999.22291
28203.20118,28003.19918
28210.18711,28009.1818
28219.78886,28020.18269
28197.94292,28004.56156
28183.79184,27990.26355
28176.36504,27981.32474
28173.75562,27973.41377
28168.13533,27964.86894
28165.81094,27966.56279
28176.64528,27986.19143
28194.83804,28000.93782
28222.06934,28028.63712
28226.87646,28028.03929
28232.69169,28034.01756
28221.5137,28021.98
28201.55596,27999.70369
28186.80271,27987.13
28206.30644,28008.31101
28199.74944,28008.14
28182.95633,27981.71
28176.23207,27980.71
28188.6455,27982.52821
28195.92813,27988.61
28190.58384,27986.78791
28181.14981,27974.99
28180.2831,27975.7903
28186.99078,27980.06761
28172.13723,27965.83315
28168.4443,27969.93
28156.3604,27951.0
28158.65897,27952.19988
28169.00601,27961.78
28163.3,27961.97217
28172.83677,27967.41
28161.444,27954.42
28174.42807,27975.43055
28192.34452,27997.64977
28196.79969,27998.44687
28182.5875,27979.21678
28177.7,27981.40881
28190.98654,27990.27658
28186.22857,27985.29469
28187.90669,27984.49759
28189.21843,27987.48672
28183.79184,27982.78
28181.88496,27978.51932
28184.19329,27981.21347
28178.77373,27975.43055
28177.4922,27976.82548
28197.7155,27999.8418
28204.49169,28006.21862
28206.31833,28005.4
28205.57045,28005.4
28205.55157,28005.4
28227.21305,28027.93966
28212.89689,28015.9
28208.24712,28005.02297
28226.04435,28023.91
28215.60667,28011.99761
28219.89239,28019.27117
28220.6939,28018.47407
28217.33436,28018.16
28230.76137,28027.04292
28240.69723,28036.94
28232.56789,28028.8364
28221.13068,28017.47363
28186.60606,27987.49047
28195.33758,27997.39
28200.55642,27997.04789
28203.76801,28000.2363
28207.22318,28003.9229
28203.76801,28007.52
28206.67852,28003.1258
28197.74627,27994.25804
28198.14772,27994.65659
28196.54193,27996.37706
28195.5383,27995.47201
28203.66765,28000.13666
28223.03757,28019.36675
28208.5854,28007.09
28196.14048,27992.8
28199.75352,27996.25079
28185.80316,27986.57773
28183.99664,27980.60766
28182.7923,27981.01064
28185.7028,27982.30151
28191.42345,27988.03
28168.9423,27967.32
28165.42962,27962.58
28158.80571,27955.59859
28143.24956,27941.46525
28132.41044,27930.3
28123.67892,27920.72538
28118.96189,27918.94
28118.66081,27919.14
28129.50704,27928.82
28118.86153,27928.82
28126.08762,27929.94
28125.68617,27924.91
28116.15175,27913.25255
28116.85429,27913.95001
28128.29559,27925.30871
28128.09486,27925.10944
28114.74668,27916.29423
28109.42748,27906.57682
28111.93654,27911.12
28100.69596,27900.57
28091.86408,27898.01
28068.17859,27865.73806
28069.38293,27869.96498
28056.33584,27860.12
28049.10976,27846.69453
28078.15693,27876.08767
28111.84427,27923.51523
28117.05501,27914.14929
28115.7503,27914.19
28126.8735,27927.00256
28124.48182,27922.42
28131.71521,27932.38299
28133.41406,27931.27
28137.42855,27934.37575
28144.85536,27941.74894
28136.72602,27933.67829
28140.80559,27939.45727
28129.96,27929.4935
28128.69703,27925.70727
28127.9945,27925.0098
28137.22783,27934.17647
28152.91561,27951.81236
28170.14665,27966.89
28168.13941,27965.18
28170.04629,27966.75802
28153.68724,27950.51706
28134.21696,27931.18734
28139.73688,27936.66742
28157.40064,27954.20366
28145.95934,27945.55
28146.8626,27943.7417
28140.84087,27937.76343
28123.07675,27920.12755
28120.2666,27918.70123
28103.30538,27901.74812
28103.80719,27900.9971
28105.01154,27902.19276
28091.06,27888.74166
28091.06,27897.41014
28103.29,27901.99348
28103.10466,27900.29964
28106.51697,27903.68732
28097.08292,27898.08
28090.15792,27898.08
28090.35865,27890.73
28089.1543,27887.6004
28090.35865,27887.64565
28090.25829,27887.54601
28087.84959,27885.1547
28085.4409,27882.7634
28085.24017,27882.56412
28075.20395,27872.60035
28084.12207,27882.46448
28088.48,27887.74528
28079.72025,27886.23
28089.1543,27886.44999
28101.25,27900.49892
28119.05,27920.5261
28134.39,27935.87032
28109.42748,27910.79
28127.09436,27925.30871
28141.84449,27938.75981
28135.92312,27935.57147
28134.1166,27939.01
28131.00537,27931.6
28130.80464,27927.79966
28142.68,27944.83771
28155.69448,27952.50982
28147.86623,27945.48773
28170.44774,27967.75651
28155.49376,27953.86441
28163.73,27963.17106
28163.73,27962.47359
28156.89883,27953.70547
28142.84811,27941.48477
28130.00174,27929.77965
28133.61479,27930.58952
28136.32457,27941.36
28140.74051,27942.74
28145.65826,27942.54604
28150.0742,27946.93011
28138.33181,27941.76
28151.27,27948.12576
28144.25319,27945.75
28151.37891,27948.2254
28151.37891,27948.2254
28150.11,27947.42829
28150.57601,27947.42829
28145.85898,27943.65075
28148.86985,27945.73445
28146.05971,27945.04
28136.72602,27941.58
28123.37783,27921.71652
28127.29196,27930.83
28120.46733,27917.99458
28124.98363,27922.02067
28125.5858,27927.20963
28137.93036,27934.87394
28141.27,27941.74894
28140.53978,27937.46452
28132.71152,27930.29071
28134.61841,27931.58589
28123.87965,27923.27775
28133.1,27930.66
28140.4,27939.05872
28123.57856,27923.44466
28131.20609,27928.37955
28130.50355,27930.83507
28113.54233,27920.81
28115.7503,27915.6
28116.5532,27914.78704
28115.7503,27913.89
28104.61009,27901.79421
28104.309,27903.31844
28112.63907,27911.57
28113.96,27923.81415
28133.3137,27932.82
28138.73726,27936.26887
28130.50355,27928.82
28131.90863,27930.88
28137.92,27937.6638
28144.45391,27944.89
28155.29304,27952.11127
28163.12,27963.96816
28165.93144,27962.67287
28151.98108,27951.59
28166.75687,27964.66562
28166.43325,27963.17106
28167.96058,27964.8649
28156.29666,27953.10765
28158.10318,27954.90113
28150.43,27948.72359
28156.29666,27953.10765
28157.8,27962.97178
28166.23252,27962.97178
28156.49738,27953.30692
28150.97746,27950.17
28148.86985,27945.73445
28141.31,27941.33762
28123.69201,27926.28
28106.6306,27906.59
28113.65589,27911.34635
28115.56275,27913.23948
28113.85661,27911.54562
28107.33313,27907.29
28102.71651,27906.2
28097.81,27898.99114
28108.33674,27906.06549
28096.59448,27897.6
28096.09267,27893.90956
28094.58725,27892.41498
28103.21832,27900.98391
28097.99954,27896.85262
28102.61615,27900.38608
28116.56,27918.02214
28116.56,27926.98964
28135.19877,27934.76146
28137.14041,27934.66182
28127.80682,27925.39542
28129.94,27932.96796
28145.57075,27943.03148
28133.82849,27931.37374
28134.63138,27932.17085
28146.57436,27944.02787
28147.47762,27944.92462
28147.47762,27944.92462
28138.34474,27937.75
28118.07178,27920.6083
28119.86059,27918.6574
28119.17575,27917.49537
28119.86085,27920.41348
28133.41981,27935.16002
28143.33857,27942.10879
28144.4866,27943.62931
28136.53824,27940.03562
28137.24077,27934.76146
28141.95775,27941.69697
28137.28551,27937.78906
28143.33723,27944.12751
28143.46317,27944.25159
28146.70616,27947.75309
28152.03843,27952.49717
28158.1159,27957.16099
28157.05973,27957.43
28153.59965,27958.92
28144.53399,27948.43
28137.50846,27941.05898
28131.52018,27931.8
28130.97031,27929.67988
28131.80701,27930.87555
28137.78315,27936.77587
28133.42704,27934.76
28130.11512,27929.7141
28116.56636,27916.50085
28114.02261,27917.82287
28125.02169,27928.30388
28116.99354,27921.41
28118.33562,27918.12178
28116.76906,27917.52395
28115.80532,27917.62359
28116.89063,27917.42431
28119.06555,27920.2142
28125.80598,27928.35
28112.20545,27920.11456
28106.81126,27910.74851
28115.92139,27923.60192
28129.51325,27938.24882
28125.19743,27925.17
28116.775,27918.71962
28118.37052,27921.60914
28117.74511,27922.10734
28106.42376,27909.15429
28113.30055,27920.51311
28116.77579,27921.5095
28113.65589,27911.34635
28107.43201,27913.63804
28119.04292,27921.21059
28110.59843,27912.64165
28110.74032,27913.43876
28112.33284,27919.41709
28121.77542,27921.80842
28125.38632,27927.68711
28127.19322,27933.16724
28117.69633,27920.41348
28124.43543,27928.6835
28127.80682,27926.9926
28125.40864,27925.39542
28136.81428,27935.75785
28144.54,27949.60764
28156.95295,27963.25816
28181.3433,27985.27833
28180.5368,27985.67688
28177.88706,27975.11517
28170.42687,27971.67
28181.36561,27985.9758
28194.12873,27999.52668
28196.89773,28000.92162
28195.66127,27998.23137
28184.5496,27988.36713
28193.96772,27996.33824
28186.91957,27985.4
28187.55013,27986.97219
28185.82172,27990.16063
28189.32824,27986.474
28185.60269,27985.27833
28192.8486,27997.33462
28195.80788,27997.33462
28195.96327,27998.62993
28185.81963,27993.46
28188.69058,27994.84365
28191.16409,27994.24612
28200.84,28007.09923
28201.61255,28004.90717
28196.2302,28000.82198
28199.90067,28002.01765
28180.23795,27982.45
28176.4541,27978.90145
28178.98897,27978.20398
28176.47966,27975.21481
28175.57444,27978.80181
28182.2026,27979.39964
28197.1462,27999.42704
28180.65877,27981.68
28178.05226,27982.48844
28180.36486,27982.48844
28176.70854,27985.57725
28182.35871,27982.67
28173.71496,27973.42131
28169.53605,27972.77422
28142.90174,27945.37
28152.17244,27957.57875
28162.83567,27965.35057
28165.45476,27970.23287
28173.92978,27981.39242
28180.96302,27987.17147
28184.81199,27985.57
28179.75215,27984.08266
28187.70301,27990.35991
28174.07879,27976.51012
28184.63,27989.36352
28189.52896,27987.94388
28145.00202,27944.32679
28140.98325,27945.62209
28150.06653,27952.0831
28162.02999,27959.37224
28160.44905,27967.44299
28154.63986,27957.77802
28161.47493,27967.94118
28170.6582,27973.32167
28161.84923,27960.76719
28163.34665,27961.99
28159.61827,27967.14407
28177.75417,27979.69856
28180.86208,27985.57725
28177.05944,27979.49928
28188.33978,27991.3563
28197.01957,28000.82198
28191.46001,27997.03571
28195.15202,27998.82921
28199.15567,27999.3274
28200.52132,27999.92523
28205.78598,28009.78947
28198.86762,27997.83282
28197.21269,27999.3274
28196.64508,28001.61909
28205.73586,28009.5902
28215.29956,28021.44721
28219.51695,28025.43276
28235.04124,28034.40025
28213.01967,28014.27322
28213.55672,28017.86021
28208.73929,28011.61531
28197.19946,28000.52306
28204.77999,28004.11006
28205.77342,28008.09561
28211.57625,28014.97069
28216.82722,28019.2
